종목명,코드,상세정보,20.10.06,20.10.07,20.10.08
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-0.12% / 123,950,681","-2.08% / 166,246,493(134%)","-0.88% / 139,808,772(113%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"-2.46% / 70,601,586","+0.72% / 17,864,692(25%)","-3.23% / 19,590,542(28%)"
콤텍시스템,031820,https://finance.naver.com/item/main.nhn?code=031820,"+3.51% / 65,338,475","+4.36% / 27,850,452(43%)","-3.34% / 7,714,503(12%)"
부산주공,005030,https://finance.naver.com/item/main.nhn?code=005030,"+7.10% / 50,601,932","-0.83% / 27,217,878(54%)","+0.28% / 12,166,569(24%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+0.33% / 49,219,764","+2.02% / 46,272,639(94%)","+0.91% / 51,135,641(104%)"
세우글로벌,013000,https://finance.naver.com/item/main.nhn?code=013000,"+8.28% / 44,312,857","-1.69% / 6,451,844(15%)","-3.86% / 12,904,671(29%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"+2.39% / 35,423,109","-1.75% / 6,633,500(19%)","+0.36% / 3,056,619(9%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+0.58% / 28,618,542","-0.67% / 48,522,772(170%)","+0.19% / 28,564,129(100%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.09% / 28,497,390","-0.93% / 37,054,885(130%)","-0.47% / 27,589,903(97%)"
인지컨트롤스,023800,https://finance.naver.com/item/main.nhn?code=023800,"+6.56% / 27,050,859","-2.28% / 6,704,725(25%)","+3.50% / 9,606,738(36%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"+4.84% / 25,204,907","+3.08% / 18,331,064(73%)","0.00% / 9,029,423(36%)"
TCC스틸,002710,https://finance.naver.com/item/main.nhn?code=002710,"+17.78% / 22,492,782","-8.19% / 4,546,040(20%)","+0.49% / 6,831,098(30%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+5.88% / 22,204,376","+1.82% / 15,901,152(72%)","-1.79% / 9,766,154(44%)"
명문제약,017180,https://finance.naver.com/item/main.nhn?code=017180,"-2.58% / 19,385,674","-0.27% / 7,904,934(41%)","-0.82% / 14,069,777(73%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-0.89% / 17,331,041","+1.48% / 21,527,807(124%)","-0.31% / 15,483,173(89%)"
현대약품,004310,https://finance.naver.com/item/main.nhn?code=004310,"+6.20% / 14,055,732","+0.46% / 4,550,632(32%)","+1.98% / 19,371,160(138%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"-2.96% / 13,135,317","+8.44% / 84,764,936(645%)","+27.54% / 167,912,458(1278%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.51% / 13,117,247","+1.53% / 14,718,727(112%)","+0.17% / 18,881,401(144%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+6.31% / 12,244,246","+0.38% / 8,191,186(67%)","+1.50% / 6,759,678(55%)"
두산퓨얼셀,336260,https://finance.naver.com/item/main.nhn?code=336260,"-13.41% / 11,307,777","+5.99% / 4,593,240(41%)","+5.15% / 2,589,656(23%)"
동양물산,002900,https://finance.naver.com/item/main.nhn?code=002900,"+0.36% / 11,118,008","+2.52% / 4,318,531(39%)","+1.40% / 14,255,991(128%)"
